Type,date,id,price
italian,2013-10-12 11:40:37.486363,1233,8
vietnamese,2013-10-12 12:50:57.879074,1234,12
vietnamese,2013-10-12 14:32:01.544785,1235,9
mexican,2013-10-12 15:40:44.925639,1236,7
german,2013-10-12 17:59:18.395635,1237,11
chinese,2013-10-12 18:22:07.568143,1238,9
vietnamese,2013-10-12 19:47:13.505268,1239,14
vietnamese,2013-10-12 23:08:30.232163,1240,12
japanese,2013-10-12 23:14:16.740225,1241,8
chinese,2013-10-13 01:55:01.801770,1242,15
chinese,2013-10-13 02:02:15.029303,1243,6
mexican,2013-10-13 02:02:43.323363,1244,5
french,2013-10-13 04:09:45.316933,1245,5
chinese,2013-10-13 05:05:18.021931,1246,7
mexican,2013-10-13 05:50:50.207616,1247,7
italian,2013-10-13 06:00:52.821080,1248,14
german,2013-10-13 08:04:04.348180,1249,11
italian,2013-10-13 09:11:11.022772,1250,8
italian,2013-10-13 09:12:05.959924,1251,6
italian,2013-10-13 14:15:12.224996,1252,11
chinese,2013-10-13 15:15:04.664012,1253,7
italian,2013-10-13 15:37:52.529716,1254,8
mexican,2013-10-13 15:39:49.218745,1255,15
mexican,2013-10-13 16:29:07.767913,1256,8
vietnamese,2013-10-13 16:55:14.444021,1257,8
mexican,2013-10-13 20:49:58.847836,1258,9
mexican,2013-10-14 04:05:45.517684,1259,8
chinese,2013-10-14 07:09:26.398767,1260,11
japanese,2013-10-14 08:02:48.431413,1261,8
german,2013-10-14 08:50:01.093170,1262,6
japanese,2013-10-14 09:50:46.558108,1263,15
japanese,2013-10-14 13:33:22.052198,1264,11
mexican,2013-10-14 14:39:28.099046,1265,6
german,2013-10-14 15:10:55.342764,1266,15
mexican,2013-10-14 15:21:03.626290,1267,15
chinese,2013-10-14 15:49:55.259079,1268,12
chinese,2013-10-14 15:57:13.432366,1269,12
chinese,2013-10-14 19:16:22.520091,1270,12
mexican,2013-10-14 19:16:29.365106,1271,6
german,2013-10-14 20:45:58.500717,1272,8
mexican,2013-10-14 20:53:13.409111,1273,9
chinese,2013-10-14 22:07:08.139493,1274,7
japanese,2013-10-15 01:45:09.357943,1275,14
italian,2013-10-15 04:22:30.756457,1276,11
french,2013-10-15 09:44:09.306826,1277,6
german,2013-10-15 11:02:41.961420,1278,12
french,2013-10-15 23:58:44.773993,1279,5
mexican,2013-10-16 02:00:34.446370,1280,5
french,2013-10-16 02:31:44.177168,1281,7
vietnamese,2013-10-16 03:15:28.097812,1282,11
french,2013-10-16 05:28:24.515640,1283,9
italian,2013-10-16 06:15:24.062385,1284,8
chinese,2013-10-16 06:28:19.172802,1285,13
vietnamese,2013-10-16 07:17:50.330700,1286,6
french,2013-10-16 08:52:07.631575,1287,15
mexican,2013-10-16 08:57:10.805183,1288,13
mexican,2013-10-16 11:41:40.870834,1289,9
chinese,2013-10-16 14:08:47.997405,1290,12
italian,2013-10-16 14:26:49.468746,1291,15
japanese,2013-10-16 14:36:55.356580,1292,5
mexican,2013-10-16 14:50:16.095037,1293,14
chinese,2013-10-16 17:28:48.282131,1294,14
mexican,2013-10-16 20:40:43.135670,1295,6
vietnamese,2013-10-16 20:58:01.283558,1296,12
chinese,2013-10-16 22:02:26.425357,1297,6
japanese,2013-10-16 22:38:05.787878,1298,11
chinese,2013-10-16 22:49:49.127909,1299,6
german,2013-10-17 00:50:05.454049,1300,13
italian,2013-10-17 01:34:37.216232,1301,8
french,2013-10-17 03:05:53.748946,1302,14
french,2013-10-17 07:01:04.026144,1303,12
japanese,2013-10-17 07:50:14.975737,1304,7
italian,2013-10-17 09:38:40.451604,1305,11
japanese,2013-10-17 10:13:07.102431,1306,13
vietnamese,2013-10-17 12:54:32.437367,1307,15
italian,2013-10-17 16:19:24.491516,1308,6
vietnamese,2013-10-17 17:37:16.463463,1309,12
chinese,2013-10-17 17:48:17.894525,1310,15
german,2013-10-17 18:04:03.276786,1311,8
mexican,2013-10-18 02:30:50.992873,1312,14
french,2013-10-18 04:36:32.518747,1313,11
japanese,2013-10-18 04:47:38.467803,1314,13
mexican,2013-10-18 08:58:22.862788,1315,6
vietnamese,2013-10-18 09:17:01.488506,1316,14
chinese,2013-10-18 09:59:41.655577,1317,11
chinese,2013-10-18 12:46:47.023484,1318,10
chinese,2013-10-18 14:15:46.302218,1319,14
japanese,2013-10-18 14:57:35.739603,1320,7
german,2013-10-18 15:18:05.473720,1321,13
german,2013-10-18 16:46:14.959376,1322,6
chinese,2013-10-18 21:00:48.443360,1323,13
italian,2013-10-18 22:06:50.786278,1324,5
mexican,2013-10-18 22:38:14.012600,1325,11
vietnamese,2013-10-18 22:52:58.480536,1326,6
french,2013-10-19 14:31:32.786099,1327,7
chinese,2013-10-19 16:38:59.072012,1328,6
vietnamese,2013-10-20 00:19:14.975004,1329,6
mexican,2013-10-20 01:05:18.863649,1330,14
italian,2013-10-20 09:10:37.018961,1331,12
vietnamese,2013-10-20 12:27:41.229143,1332,11
chinese,2013-10-20 12:31:30.122168,1333,14
french,2013-10-21 00:16:12.313972,1334,6
italian,2013-10-21 06:53:50.871826,1335,15
french,2013-10-21 13:15:31.208648,1336,9
vietnamese,2013-10-21 17:24:46.236668,1337,15
japanese,2013-10-21 19:51:13.833014,1338,7
mexican,2013-10-22 01:45:28.742746,1339,8
vietnamese,2013-10-22 03:22:10.541232,1340,6
italian,2013-10-22 06:29:35.961562,1341,15
japanese,2013-10-22 11:38:54.387895,1342,10
french,2013-10-22 13:11:57.527023,1343,8
german,2013-10-22 15:45:56.421487,1344,10
mexican,2013-10-22 16:34:20.166434,1345,12
vietnamese,2013-10-22 17:16:00.513964,1346,9
french,2013-10-22 17:22:44.942796,1347,7
chinese,2013-10-22 17:23:05.545422,1348,14
italian,2013-10-22 20:17:20.301462,1349,5
french,2013-10-22 21:48:54.758194,1350,5
german,2013-10-22 23:34:57.309421,1351,6
chinese,2013-10-22 23:40:31.179734,1352,15
italian,2013-10-23 01:13:33.552304,1353,8
mexican,2013-10-23 03:08:42.587500,1354,6
mexican,2013-10-23 03:40:50.627097,1355,10
vietnamese,2013-10-23 04:25:46.310489,1356,12
vietnamese,2013-10-23 05:28:23.555567,1357,8
italian,2013-10-23 06:21:09.172335,1358,13
japanese,2013-10-23 06:37:30.082500,1359,15
german,2013-10-23 07:46:06.314776,1360,10
german,2013-10-23 08:58:27.274309,1361,13
chinese,2013-10-23 11:48:28.055814,1362,15
french,2013-10-23 12:54:57.620829,1363,13
japanese,2013-10-23 16:01:07.349183,1364,8
french,2013-10-23 17:11:27.251920,1365,10
vietnamese,2013-10-23 19:35:50.453495,1366,9
french,2013-10-23 19:45:23.793726,1367,15
german,2013-10-23 20:03:01.595520,1368,7
german,2013-10-23 22:16:08.071073,1369,14
chinese,2013-10-23 22:36:03.445331,1370,12
japanese,2013-10-23 23:38:21.601090,1371,15
japanese,2013-10-24 03:21:21.256029,1372,9
chinese,2013-10-24 05:42:44.990670,1373,10
japanese,2013-10-24 07:28:59.771871,1374,6
mexican,2013-10-24 09:10:29.631525,1375,14
vietnamese,2013-10-24 14:25:09.451606,1376,14
chinese,2013-10-24 14:53:44.889956,1377,12
french,2013-10-24 22:21:01.720011,1378,8
french,2013-10-25 02:00:20.534302,1379,13
italian,2013-10-25 05:03:07.221304,1380,7
japanese,2013-10-25 06:23:27.585847,1381,6
chinese,2013-10-25 06:32:43.983385,1382,12
japanese,2013-10-25 07:34:46.196070,1383,12
italian,2013-10-25 07:35:11.981367,1384,15
vietnamese,2013-10-25 08:04:46.247381,1385,12
vietnamese,2013-10-25 08:30:47.194397,1386,11
italian,2013-10-25 08:37:41.177229,1387,13
japanese,2013-10-25 12:31:22.226256,1388,8
mexican,2013-10-25 14:49:56.803942,1389,12
vietnamese,2013-10-25 16:09:47.270160,1390,5
chinese,2013-10-25 16:17:50.477784,1391,15
chinese,2013-10-25 16:20:30.280947,1392,15
vietnamese,2013-10-25 18:51:02.298668,1393,12
japanese,2013-10-25 19:54:08.126561,1394,7
german,2013-10-25 20:37:11.152001,1395,9
vietnamese,2013-10-25 22:18:12.346857,1396,9
french,2013-10-26 01:37:36.290469,1397,5
german,2013-10-26 04:40:37.898527,1398,12
german,2013-10-26 06:52:54.698376,1399,13
german,2013-10-26 07:43:03.946254,1400,8
vietnamese,2013-10-26 08:35:25.699450,1401,12
mexican,2013-10-26 10:39:10.941295,1402,12
italian,2013-10-26 12:40:44.706915,1403,5
chinese,2013-10-26 13:15:05.083069,1404,14
japanese,2013-10-26 14:30:48.773689,1405,15
french,2013-10-26 14:41:49.437473,1406,12
french,2013-10-26 18:07:06.717155,1407,5
italian,2013-10-26 19:01:40.479942,1408,10
chinese,2013-10-26 20:21:10.605118,1409,15
vietnamese,2013-10-26 21:45:33.924965,1410,7
italian,2013-10-27 23:44:08.491638,1411,10
french,2013-10-28 00:17:42.831431,1412,14
french,2013-10-28 01:42:48.528289,1413,12
french,2013-10-28 05:51:26.358099,1414,13
vietnamese,2013-10-28 07:28:38.383522,1415,13
italian,2013-10-28 08:33:16.121630,1416,6
italian,2013-10-28 11:23:30.716415,1417,11
italian,2013-10-28 14:58:03.334960,1418,12
german,2013-10-28 16:01:07.768014,1419,15
italian,2013-10-28 16:38:06.216691,1420,10
vietnamese,2013-10-28 21:16:55.845984,1421,9
italian,2013-10-28 22:27:56.475505,1422,15
vietnamese,2013-10-28 22:58:42.870064,1423,10
french,2013-10-28 23:49:02.059878,1424,6
vietnamese,2013-10-29 06:28:18.107291,1425,5
italian,2013-10-29 07:01:54.477865,1426,11
japanese,2013-10-29 08:08:27.963707,1427,13
italian,2013-10-29 11:29:54.014441,1428,11
french,2013-10-29 12:10:38.463539,1429,14
vietnamese,2013-10-29 14:12:23.801363,1430,10
french,2013-10-29 16:19:30.809297,1431,6
german,2013-10-29 19:33:26.383414,1432,7
chinese,2013-10-29 20:42:48.589335,1433,5
japanese,2013-10-29 21:16:34.607003,1434,14
german,2013-10-29 22:43:16.446026,1435,8
mexican,2013-10-29 23:02:32.126625,1436,14
vietnamese,2013-10-30 06:36:51.138499,1437,9
french,2013-10-30 08:46:34.146390,1438,15
italian,2013-10-30 08:54:15.205545,1439,9
mexican,2013-10-30 09:36:15.209560,1440,13
german,2013-10-30 12:53:41.964918,1441,7
vietnamese,2013-10-30 12:59:24.809782,1442,11
french,2013-10-30 13:39:13.111424,1443,15
german,2013-10-30 18:34:45.458539,1444,6
italian,2013-10-30 21:24:48.984295,1445,5
italian,2013-10-31 01:14:56.833989,1446,15
german,2013-10-31 02:30:59.395751,1447,11
vietnamese,2013-10-31 02:57:13.416276,1448,14
german,2013-10-31 03:23:47.054982,1449,5
vietnamese,2013-10-31 03:48:50.695031,1450,14
german,2013-10-31 04:02:28.966777,1451,8
german,2013-10-31 06:31:35.023339,1452,9
chinese,2013-10-31 07:03:24.608697,1453,7
german,2013-10-31 07:19:52.802057,1454,14
german,2013-10-31 09:55:56.515658,1455,8
mexican,2013-10-31 10:21:23.108653,1456,9
french,2013-10-31 10:23:33.612790,1457,15
italian,2013-10-31 14:16:38.559485,1458,6
mexican,2013-10-31 14:30:45.981802,1459,14
mexican,2013-10-31 16:02:41.322157,1460,11
french,2013-10-31 16:51:05.521065,1461,15
german,2013-10-31 16:55:32.350754,1462,9
german,2013-10-31 18:31:37.089572,1463,11
japanese,2013-10-31 19:55:59.851802,1464,9
vietnamese,2013-10-31 19:58:09.690538,1465,9
japanese,2013-10-31 21:05:23.322011,1466,7
chinese,2013-10-31 21:15:51.585164,1467,9
german,2013-10-31 21:36:12.146958,1468,6
italian,2013-10-31 21:49:34.733178,1469,14
german,2013-11-01 23:07:26.311105,1470,9
vietnamese,2013-11-01 23:17:37.880907,1471,15
japanese,2013-11-01 23:42:27.057020,1472,11
mexican,2013-11-01 23:53:41.654321,1473,15
italian,2013-11-02 01:52:14.557990,1474,6
chinese,2013-11-02 03:31:53.760312,1475,12
italian,2013-11-02 05:14:55.219886,1476,8
chinese,2013-11-02 06:24:41.742853,1477,11
mexican,2013-11-02 08:24:31.084527,1478,13
chinese,2013-11-02 09:22:24.070549,1479,12
french,2013-11-02 09:43:50.734454,1480,5
german,2013-11-02 09:46:14.182132,1481,12
japanese,2013-11-02 10:04:13.270693,1482,7
japanese,2013-11-02 10:37:27.873356,1483,12
chinese,2013-11-02 11:32:06.869278,1484,11
italian,2013-11-02 12:31:17.628252,1485,14
vietnamese,2013-11-02 13:12:05.070213,1486,12
french,2013-11-02 13:35:31.993842,1487,7
chinese,2013-11-02 13:53:07.182276,1488,15
vietnamese,2013-11-02 15:15:16.645533,1489,8
french,2013-11-02 19:41:43.673800,1490,14
vietnamese,2013-11-02 20:26:39.743068,1491,11
german,2013-11-02 21:25:00.956365,1492,8
german,2013-11-02 21:45:50.582638,1493,14
mexican,2013-11-03 10:51:12.350449,1494,9
chinese,2013-11-03 13:04:41.892884,1495,13
chinese,2013-11-03 22:32:19.641091,1496,5
vietnamese,2013-11-03 23:05:45.803223,1497,7
vietnamese,2013-11-03 23:10:17.024979,1498,9
chinese,2013-11-04 01:08:32.062304,1499,10
italian,2013-11-04 01:41:46.729118,1500,12
japanese,2013-11-04 02:18:33.043949,1501,12
german,2013-11-04 03:40:07.782517,1502,13
chinese,2013-11-04 05:12:26.978438,1503,6
mexican,2013-11-04 09:16:34.908937,1504,10
chinese,2013-11-04 09:57:50.717503,1505,9
vietnamese,2013-11-04 12:03:34.884646,1506,6
french,2013-11-04 12:10:31.571799,1507,5
german,2013-11-04 13:54:40.044282,1508,12
japanese,2013-11-04 14:39:34.789083,1509,12
mexican,2013-11-04 16:12:47.723450,1510,5
italian,2013-11-04 17:13:33.537636,1511,10
japanese,2013-11-04 17:45:53.000952,1512,15
italian,2013-11-04 19:39:26.483117,1513,12
japanese,2013-11-04 21:11:37.217583,1514,12
german,2013-11-04 21:21:50.707591,1515,14
japanese,2013-11-04 23:06:38.819372,1516,10
vietnamese,2013-11-05 00:48:10.863122,1517,6
italian,2013-11-05 00:54:18.165523,1518,13
chinese,2013-11-05 02:36:20.532981,1519,14
italian,2013-11-05 03:44:35.215853,1520,6
mexican,2013-11-05 04:32:50.460651,1521,9
italian,2013-11-05 04:33:11.410019,1522,5
chinese,2013-11-05 06:00:15.565163,1523,14
french,2013-11-05 07:34:23.836892,1524,7
mexican,2013-11-05 08:00:09.015094,1525,7
vietnamese,2013-11-05 09:24:50.488383,1526,13
vietnamese,2013-11-05 09:40:20.684924,1527,10
italian,2013-11-05 09:41:19.071510,1528,11
vietnamese,2013-11-05 10:07:46.585165,1529,14
chinese,2013-11-05 10:52:30.070321,1530,14
italian,2013-11-05 10:58:39.650979,1531,10
mexican,2013-11-05 13:45:34.999701,1532,8
french,2013-11-05 14:22:46.220004,1533,10
italian,2013-11-05 15:44:55.166573,1534,7
japanese,2013-11-05 17:01:08.192010,1535,10
vietnamese,2013-11-05 17:33:00.326336,1536,14
mexican,2013-11-05 17:54:41.218579,1537,11
german,2013-11-05 19:49:16.112508,1538,14
german,2013-11-05 20:28:13.630233,1539,9
vietnamese,2013-11-05 20:47:25.194273,1540,6
italian,2013-11-05 21:19:49.143491,1541,6
german,2013-11-06 00:16:09.831941,1542,10
italian,2013-11-06 02:01:06.000536,1543,13
italian,2013-11-06 02:21:16.203294,1544,11
french,2013-11-06 04:11:24.662204,1545,7
french,2013-11-06 05:39:22.252502,1546,5
italian,2013-11-06 08:44:11.159436,1547,6
chinese,2013-11-06 10:10:49.780847,1548,13
mexican,2013-11-06 10:30:52.035702,1549,13
italian,2013-11-06 11:30:39.532226,1550,12
vietnamese,2013-11-06 13:11:12.765933,1551,8
vietnamese,2013-11-06 13:12:58.279585,1552,8
german,2013-11-06 16:51:51.091919,1553,7
chinese,2013-11-06 18:26:14.854787,1554,11
japanese,2013-11-06 19:03:09.097311,1555,5
german,2013-11-06 19:33:29.227560,1556,11
italian,2013-11-06 21:11:18.471766,1557,7
italian,2013-11-06 22:25:41.517055,1558,13
mexican,2013-11-07 02:16:51.982933,1559,15
mexican,2013-11-07 12:09:18.645394,1560,9
chinese,2013-11-08 03:19:16.191133,1561,12
chinese,2013-11-08 04:12:04.866166,1562,6
german,2013-11-08 05:03:16.959539,1563,8
vietnamese,2013-11-08 06:56:43.301604,1564,15
italian,2013-11-08 09:04:44.350273,1565,15
vietnamese,2013-11-08 09:04:59.182785,1566,10
french,2013-11-08 10:39:42.267616,1567,7
french,2013-11-08 11:47:54.459420,1568,11
chinese,2013-11-08 12:19:48.094537,1569,6
vietnamese,2013-11-08 14:26:04.738899,1570,14
japanese,2013-11-08 17:54:00.912875,1571,7
japanese,2013-11-08 19:10:56.813001,1572,13
italian,2013-11-08 22:26:42.555331,1573,10
mexican,2013-11-08 22:26:46.665063,1574,8
italian,2013-11-08 22:42:39.702242,1575,6
mexican,2013-11-09 01:26:28.140912,1576,13
italian,2013-11-09 02:01:32.924132,1577,11
japanese,2013-11-09 03:33:12.348047,1578,6
chinese,2013-11-09 06:27:48.427682,1579,14
mexican,2013-11-09 06:36:04.982238,1580,14
vietnamese,2013-11-09 07:05:07.056217,1581,11
german,2013-11-09 07:12:52.478624,1582,10
italian,2013-11-09 07:33:53.266915,1583,11
chinese,2013-11-09 08:19:15.253464,1584,8
vietnamese,2013-11-09 09:12:01.608342,1585,8
french,2013-11-09 11:30:28.389719,1586,6
chinese,2013-11-09 11:30:48.496449,1587,6
chinese,2013-11-09 13:39:18.356426,1588,7
chinese,2013-11-09 14:41:01.615060,1589,14
vietnamese,2013-11-09 16:28:50.888249,1590,14
japanese,2013-11-09 16:47:07.491756,1591,10
italian,2013-11-09 17:18:50.728470,1592,5
vietnamese,2013-11-09 18:26:49.436517,1593,9
japanese,2013-11-09 19:26:21.300408,1594,9
mexican,2013-11-09 19:50:43.628198,1595,8
japanese,2013-11-09 20:42:41.409282,1596,12
vietnamese,2013-11-09 23:26:59.626709,1597,12
german,2013-11-09 23:56:07.032644,1598,10
chinese,2013-11-10 00:23:43.637100,1599,13
french,2013-11-10 00:27:01.120073,1600,8
chinese,2013-11-10 02:04:41.245332,1601,14
chinese,2013-11-10 02:08:04.498902,1602,7
german,2013-11-10 02:25:08.654521,1603,15
vietnamese,2013-11-10 02:33:38.918432,1604,11
italian,2013-11-10 04:28:39.613206,1605,9
chinese,2013-11-10 07:08:11.739699,1606,9
french,2013-11-10 09:56:23.642500,1607,15
mexican,2013-11-10 09:58:39.891922,1608,6
japanese,2013-11-10 11:49:42.665219,1609,5
french,2013-11-10 12:14:14.314919,1610,13
japanese,2013-11-10 12:44:13.686809,1611,10
chinese,2013-11-10 14:23:47.875156,1612,11
german,2013-11-10 14:42:16.128628,1613,8
vietnamese,2013-11-10 15:06:12.849820,1614,13
japanese,2013-11-10 22:21:55.232181,1615,5
italian,2013-11-11 00:56:55.746843,1616,12
japanese,2013-11-11 03:06:54.325121,1617,14
japanese,2013-11-11 03:29:19.299488,1618,7
mexican,2013-11-11 04:19:42.589464,1619,7
chinese,2013-11-11 04:48:08.965039,1620,10
vietnamese,2013-11-11 07:24:34.485020,1621,11
vietnamese,2013-11-11 07:55:56.894411,1622,10
vietnamese,2013-11-11 08:31:53.096508,1623,8
vietnamese,2013-11-11 09:55:26.430299,1624,13
italian,2013-11-11 10:12:41.203755,1625,12
german,2013-11-11 13:32:29.736859,1626,11
french,2013-11-11 15:24:48.591152,1627,9
italian,2013-11-11 15:42:29.247467,1628,14
italian,2013-11-11 15:53:41.993877,1629,8
vietnamese,2013-11-11 16:00:58.859459,1630,14
chinese,2013-11-11 18:28:54.096803,1631,14
japanese,2013-11-11 19:38:37.854655,1632,8
italian,2013-11-11 20:05:20.742995,1633,15
german,2013-11-11 20:30:55.905451,1634,14
french,2013-11-11 20:37:53.820466,1635,5
mexican,2013-11-11 22:56:29.781344,1636,13
chinese,2013-11-11 23:06:09.214935,1637,5
chinese,2013-11-11 23:25:12.388726,1638,8
french,2013-11-12 02:23:34.029101,1639,11
chinese,2013-11-12 02:50:58.582566,1640,15
vietnamese,2013-11-12 04:37:19.350259,1641,10
japanese,2013-11-12 05:25:31.353149,1642,14
chinese,2013-11-12 08:31:21.490298,1643,12
vietnamese,2013-11-12 11:50:16.895156,1644,10
mexican,2013-11-12 12:41:36.216274,1645,6
japanese,2013-11-12 13:40:06.823380,1646,5
french,2013-11-12 14:41:39.472390,1647,15
french,2013-11-12 15:09:09.885471,1648,7
vietnamese,2013-11-12 15:40:19.890975,1649,13
vietnamese,2013-11-12 18:58:18.916882,1650,13
vietnamese,2013-11-12 22:01:53.824508,1651,5
french,2013-11-13 01:01:17.945036,1652,5
italian,2013-11-13 01:14:01.736669,1653,13
chinese,2013-11-13 01:18:30.432732,1654,13
vietnamese,2013-11-13 03:16:35.601919,1655,11
chinese,2013-11-13 05:03:36.099867,1656,14
vietnamese,2013-11-13 09:05:03.582748,1657,9
vietnamese,2013-11-13 09:08:25.843679,1658,7
german,2013-11-13 09:38:15.638311,1659,6
japanese,2013-11-13 09:58:55.049597,1660,8
italian,2013-11-13 10:18:50.699236,1661,15
mexican,2013-11-13 11:36:20.626795,1662,10
japanese,2013-11-13 14:14:28.595994,1663,6
french,2013-11-13 14:29:01.492529,1664,8
vietnamese,2013-11-13 14:55:38.959031,1665,11
french,2013-11-13 15:24:47.079490,1666,14
japanese,2013-11-13 15:26:39.282408,1667,5
chinese,2013-11-13 16:51:31.871011,1668,13
chinese,2013-11-13 17:36:33.451937,1669,13
chinese,2013-11-13 20:49:58.595318,1670,15
mexican,2013-11-13 21:12:09.213600,1671,6
german,2013-11-13 21:23:27.588750,1672,11
japanese,2013-11-14 03:21:23.910534,1673,14
italian,2013-11-14 06:34:45.610103,1674,6
japanese,2013-11-14 13:42:09.425687,1675,8
vietnamese,2013-11-14 16:42:31.675598,1676,5
italian,2013-11-15 08:12:46.270131,1677,13
vietnamese,2013-11-15 10:06:31.156302,1678,9
german,2013-11-15 11:57:20.852612,1679,13
japanese,2013-11-15 12:35:40.836874,1680,8
vietnamese,2013-11-16 00:50:30.317591,1681,6
chinese,2013-11-16 02:12:34.694707,1682,14
mexican,2013-11-16 04:10:40.362017,1683,5
japanese,2013-11-16 04:21:10.278775,1684,11
italian,2013-11-16 07:54:29.228690,1685,5
japanese,2013-11-16 08:19:11.368297,1686,11
german,2013-11-16 09:20:28.316759,1687,5
japanese,2013-11-16 09:44:35.787927,1688,11
italian,2013-11-16 10:17:55.161255,1689,6
german,2013-11-16 11:39:13.416717,1690,7
german,2013-11-16 13:17:14.389574,1691,13
japanese,2013-11-16 15:57:36.822699,1692,14
japanese,2013-11-16 18:33:42.468524,1693,15
mexican,2013-11-16 19:04:53.339127,1694,15
japanese,2013-11-16 19:36:59.004392,1695,5
mexican,2013-11-16 20:36:24.769282,1696,8
chinese,2013-11-17 00:25:11.413045,1697,7
vietnamese,2013-11-17 01:02:30.143282,1698,11
vietnamese,2013-11-17 02:12:27.416762,1699,12
french,2013-11-17 02:53:40.302389,1700,12
italian,2013-11-17 04:29:22.044649,1701,12
vietnamese,2013-11-17 05:32:08.723113,1702,10
german,2013-11-17 06:59:57.430846,1703,12
japanese,2013-11-17 07:48:40.083629,1704,8
japanese,2013-11-17 08:40:34.903167,1705,14
vietnamese,2013-11-17 09:20:08.810389,1706,6
mexican,2013-11-17 10:14:30.544773,1707,5
german,2013-11-17 11:20:53.295973,1708,14
japanese,2013-11-17 13:12:45.896414,1709,11
french,2013-11-17 15:42:46.809545,1710,13
japanese,2013-11-17 17:38:33.035862,1711,15
chinese,2013-11-17 20:08:23.871088,1712,10
vietnamese,2013-11-17 21:18:53.216191,1713,6
vietnamese,2013-11-17 22:29:21.877380,1714,14
chinese,2013-11-18 02:00:05.564565,1715,14
german,2013-11-18 02:18:46.926393,1716,15
chinese,2013-11-18 07:32:02.908126,1717,7
chinese,2013-11-18 12:02:28.121296,1718,15
mexican,2013-11-18 13:51:41.984364,1719,13
italian,2013-11-18 14:32:13.038835,1720,15
japanese,2013-11-18 15:08:43.200759,1721,15
italian,2013-11-18 18:25:00.134159,1722,10
french,2013-11-18 21:09:03.083431,1723,14
german,2013-11-19 00:29:01.908414,1724,14
chinese,2013-11-19 00:54:48.680422,1725,10
french,2013-11-19 02:09:03.819962,1726,6
japanese,2013-11-19 04:27:48.629078,1727,15
chinese,2013-11-19 04:57:53.769273,1728,11
chinese,2013-11-19 05:28:33.332272,1729,15
french,2013-11-19 06:02:34.668172,1730,5
mexican,2013-11-19 06:07:46.567544,1731,15
japanese,2013-11-19 08:26:46.587640,1732,7
vietnamese,2013-11-19 08:50:36.126156,1733,6
chinese,2013-11-19 09:47:15.803735,1734,13
french,2013-11-19 13:51:36.674061,1735,14
french,2013-11-19 14:11:18.182160,1736,14
french,2013-11-19 14:47:52.934584,1737,14
italian,2013-11-19 15:03:12.228181,1738,5
mexican,2013-11-19 15:39:37.643639,1739,5
japanese,2013-11-19 16:09:45.092811,1740,8
italian,2013-11-19 16:53:56.392063,1741,11
vietnamese,2013-11-19 17:08:35.294632,1742,5
german,2013-11-19 17:49:46.185883,1743,9
mexican,2013-11-19 19:01:19.215908,1744,15
japanese,2013-11-19 19:19:39.242464,1745,14
french,2013-11-19 19:25:27.808975,1746,12
mexican,2013-11-19 19:42:02.155348,1747,15
italian,2013-11-19 19:53:07.736789,1748,6
italian,2013-11-20 01:36:13.733182,1749,9
italian,2013-11-20 02:06:30.397922,1750,12
vietnamese,2013-11-20 02:28:45.869582,1751,13
italian,2013-11-20 02:47:04.799472,1752,13
french,2013-11-20 02:52:07.235559,1753,11
vietnamese,2013-11-20 05:19:57.992108,1754,12
japanese,2013-11-20 08:08:55.930994,1755,10
italian,2013-11-20 09:50:28.194501,1756,6
chinese,2013-11-20 10:48:51.767396,1757,14
japanese,2013-11-20 11:00:43.667488,1758,5
vietnamese,2013-11-20 11:03:10.620073,1759,7
french,2013-11-20 11:15:01.618484,1760,15
chinese,2013-11-20 12:02:56.955360,1761,10
chinese,2013-11-20 15:06:04.537712,1762,14
chinese,2013-11-20 15:16:18.304680,1763,15
german,2013-11-20 15:19:58.428960,1764,15
japanese,2013-11-20 15:37:38.905832,1765,13
vietnamese,2013-11-20 16:50:52.218225,1766,7
japanese,2013-11-20 17:30:27.543176,1767,15
french,2013-11-20 17:57:09.704608,1768,13
mexican,2013-11-20 19:46:43.407802,1769,5
chinese,2013-11-20 20:51:56.236511,1770,14
italian,2013-11-20 21:28:54.949373,1771,15
french,2013-11-20 21:42:04.106678,1772,6
german,2013-11-20 22:08:21.252892,1773,15
italian,2013-11-20 22:31:07.580922,1774,14
german,2013-11-21 09:24:15.403527,1775,15
chinese,2013-11-21 14:31:47.268613,1776,8
mexican,2013-11-21 20:24:40.574990,1777,14
french,2013-11-21 23:11:59.813646,1778,13
french,2013-11-22 00:25:53.032278,1779,13
french,2013-11-22 01:41:49.917632,1780,5
vietnamese,2013-11-22 02:43:18.641379,1781,13
italian,2013-11-22 04:48:07.010143,1782,10
chinese,2013-11-22 06:36:50.357374,1783,10
chinese,2013-11-22 11:32:26.739756,1784,11
french,2013-11-22 12:31:26.366480,1785,14
italian,2013-11-22 14:24:21.971535,1786,10
mexican,2013-11-22 14:59:33.272860,1787,9
vietnamese,2013-11-22 18:05:01.647232,1788,6
chinese,2013-11-22 18:35:02.377219,1789,13
italian,2013-11-22 22:10:02.798961,1790,13
chinese,2013-11-23 00:37:12.509101,1791,13
german,2013-11-23 01:38:38.776500,1792,14
chinese,2013-11-23 01:56:43.153726,1793,9
japanese,2013-11-23 02:43:26.143258,1794,8
mexican,2013-11-23 03:23:19.386699,1795,7
vietnamese,2013-11-23 03:49:13.195383,1796,14
chinese,2013-11-23 05:42:34.106636,1797,10
italian,2013-11-23 06:59:05.779581,1798,15
