id,date,Campaign_ID,Created_Date
796,2013-08-29 01:35:33.664641,RE,2013-08-29 01:35:33.664641
797,2013-08-29 02:09:32.156587,PI,2013-08-29 02:09:32.156587
798,2013-08-29 02:43:09.243904,RE,2013-08-29 02:43:09.243904
799,2013-08-29 04:26:01.998711,TW,2013-08-29 04:26:01.998711
800,2013-08-29 04:26:45.567094,PI,2013-08-29 04:26:45.567094
801,2013-08-29 05:25:11.069376,TW,2013-08-29 05:25:11.069376
802,2013-08-29 08:27:29.789306,TW,2013-08-29 08:27:29.789306
803,2013-08-29 09:55:59.799455,RE,2013-08-29 09:55:59.799455
804,2013-08-29 12:47:23.908079,TW,2013-08-29 12:47:23.908079
805,2013-08-29 14:44:17.866404,RE,2013-08-29 14:44:17.866404
806,2013-08-29 16:10:13.632037,TW,2013-08-29 16:10:13.632037
807,2013-08-29 17:28:58.038473,PI,2013-08-29 17:28:58.038473
808,2013-08-29 19:10:09.823153,TW,2013-08-29 19:10:09.823153
809,2013-08-29 21:21:27.487215,RE,2013-08-29 21:21:27.487215
810,2013-08-31 00:20:57.250495,FB,2013-08-31 00:20:57.250495
811,2013-08-31 00:32:02.766503,FB,2013-08-31 00:32:02.766503
812,2013-08-31 06:48:57.932706,PI,2013-08-31 06:48:57.932706
813,2013-08-31 07:47:15.328881,TW,2013-08-31 07:47:15.328881
814,2013-08-31 10:13:44.365751,PI,2013-08-31 10:13:44.365751
815,2013-08-31 10:45:18.926352,PI,2013-08-31 10:45:18.926352
816,2013-08-31 12:32:08.095007,TW,2013-08-31 12:32:08.095007
817,2013-08-31 13:10:58.158261,PI,2013-08-31 13:10:58.158261
818,2013-08-31 13:59:59.088252,PI,2013-08-31 13:59:59.088252
819,2013-08-31 18:37:14.052696,PI,2013-08-31 18:37:14.052696
820,2013-08-31 19:33:06.937503,TW,2013-08-31 19:33:06.937503
821,2013-08-31 19:52:01.497902,FB,2013-08-31 19:52:01.497902
822,2013-08-31 22:41:48.554801,PI,2013-08-31 22:41:48.554801
823,2013-09-01 00:12:03.380757,RE,2013-09-01 00:12:03.380757
824,2013-09-01 00:41:02.181813,TW,2013-09-01 00:41:02.181813
825,2013-09-01 01:42:42.497163,RE,2013-09-01 01:42:42.497163
826,2013-09-01 04:53:34.562195,TW,2013-09-01 04:53:34.562195
827,2013-09-01 07:02:58.085483,RE,2013-09-01 07:02:58.085483
828,2013-09-01 07:48:26.824656,RE,2013-09-01 07:48:26.824656
829,2013-09-01 12:11:34.930966,TW,2013-09-01 12:11:34.930966
830,2013-09-01 16:54:31.326600,TW,2013-09-01 16:54:31.326600
831,2013-09-01 17:47:33.610620,PI,2013-09-01 17:47:33.610620
832,2013-09-03 01:58:23.267853,FB,2013-09-03 01:58:23.267853
833,2013-09-03 04:03:07.732706,TW,2013-09-03 04:03:07.732706
834,2013-09-03 04:25:19.869764,TW,2013-09-03 04:25:19.869764
835,2013-09-03 05:54:34.841143,TW,2013-09-03 05:54:34.841143
836,2013-09-03 08:24:57.302451,PI,2013-09-03 08:24:57.302451
837,2013-09-03 09:10:30.032243,TW,2013-09-03 09:10:30.032243
838,2013-09-03 10:19:11.154901,FB,2013-09-03 10:19:11.154901
839,2013-09-03 11:26:30.655253,FB,2013-09-03 11:26:30.655253
840,2013-09-03 13:40:34.363634,RE,2013-09-03 13:40:34.363634
841,2013-09-03 14:58:05.311430,FB,2013-09-03 14:58:05.311430
842,2013-09-03 16:08:59.667425,FB,2013-09-03 16:08:59.667425
843,2013-09-03 16:38:26.552398,PI,2013-09-03 16:38:26.552398
844,2013-09-03 18:51:00.440619,RE,2013-09-03 18:51:00.440619
845,2013-09-03 20:41:23.679305,RE,2013-09-03 20:41:23.679305
846,2013-09-04 22:55:54.281727,PI,2013-09-04 22:55:54.281727
847,2013-09-04 23:14:01.150549,RE,2013-09-04 23:14:01.150549
848,2013-09-05 00:03:01.733252,RE,2013-09-05 00:03:01.733252
849,2013-09-05 02:04:47.627248,PI,2013-09-05 02:04:47.627248
850,2013-09-05 08:18:35.468639,RE,2013-09-05 08:18:35.468639
851,2013-09-05 10:50:08.361727,TW,2013-09-05 10:50:08.361727
852,2013-09-05 12:01:23.563807,PI,2013-09-05 12:01:23.563807
853,2013-09-05 23:10:48.068086,TW,2013-09-05 23:10:48.068086
854,2013-09-06 10:15:45.136802,PI,2013-09-06 10:15:45.136802
855,2013-09-06 14:16:21.951933,PI,2013-09-06 14:16:21.951933
856,2013-09-06 14:53:43.543337,PI,2013-09-06 14:53:43.543337
857,2013-09-06 18:39:06.157923,TW,2013-09-06 18:39:06.157923
858,2013-09-07 00:01:58.180604,PI,2013-09-07 00:01:58.180604
859,2013-09-07 04:03:17.836946,TW,2013-09-07 04:03:17.836946
860,2013-09-07 05:35:18.598670,PI,2013-09-07 05:35:18.598670
861,2013-09-07 05:38:42.729440,TW,2013-09-07 05:38:42.729440
862,2013-09-07 06:26:57.789756,RE,2013-09-07 06:26:57.789756
863,2013-09-07 07:00:05.426122,RE,2013-09-07 07:00:05.426122
864,2013-09-07 07:18:48.557773,PI,2013-09-07 07:18:48.557773
865,2013-09-07 07:23:23.857370,PI,2013-09-07 07:23:23.857370
866,2013-09-07 07:37:11.626525,TW,2013-09-07 07:37:11.626525
867,2013-09-07 07:46:18.830598,RE,2013-09-07 07:46:18.830598
868,2013-09-07 08:23:36.803160,PI,2013-09-07 08:23:36.803160
869,2013-09-07 09:45:26.002046,RE,2013-09-07 09:45:26.002046
870,2013-09-07 11:07:53.305782,FB,2013-09-07 11:07:53.305782
871,2013-09-07 15:54:40.420459,RE,2013-09-07 15:54:40.420459
872,2013-09-07 16:34:34.283789,TW,2013-09-07 16:34:34.283789
873,2013-09-08 03:49:39.302092,RE,2013-09-08 03:49:39.302092
874,2013-09-08 12:08:20.439892,TW,2013-09-08 12:08:20.439892
875,2013-09-08 20:15:01.604847,RE,2013-09-08 20:15:01.604847
876,2013-09-08 23:24:20.698693,PI,2013-09-08 23:24:20.698693
877,2013-09-09 00:38:11.829854,RE,2013-09-09 00:38:11.829854
878,2013-09-09 01:31:14.126205,PI,2013-09-09 01:31:14.126205
879,2013-09-09 01:47:49.568214,PI,2013-09-09 01:47:49.568214
880,2013-09-09 02:03:00.492481,PI,2013-09-09 02:03:00.492481
881,2013-09-09 03:23:40.910088,RE,2013-09-09 03:23:40.910088
882,2013-09-09 04:56:18.323651,PI,2013-09-09 04:56:18.323651
883,2013-09-09 06:41:35.745769,TW,2013-09-09 06:41:35.745769
884,2013-09-09 06:45:18.334034,TW,2013-09-09 06:45:18.334034
885,2013-09-09 07:23:18.718458,TW,2013-09-09 07:23:18.718458
886,2013-09-09 10:00:01.367585,RE,2013-09-09 10:00:01.367585
887,2013-09-09 11:23:35.184371,FB,2013-09-09 11:23:35.184371
888,2013-09-09 14:54:53.775597,TW,2013-09-09 14:54:53.775597
889,2013-09-09 18:39:03.124161,FB,2013-09-09 18:39:03.124161
890,2013-09-09 19:03:18.031416,PI,2013-09-09 19:03:18.031416
891,2013-09-09 19:29:41.337317,TW,2013-09-09 19:29:41.337317
892,2013-09-09 19:43:14.425150,RE,2013-09-09 19:43:14.425150
893,2013-09-09 23:42:38.573025,RE,2013-09-09 23:42:38.573025
894,2013-09-10 01:32:38.341732,PI,2013-09-10 01:32:38.341732
895,2013-09-10 03:18:43.930967,PI,2013-09-10 03:18:43.930967
896,2013-09-10 05:38:18.931102,FB,2013-09-10 05:38:18.931102
897,2013-09-10 06:18:15.757216,TW,2013-09-10 06:18:15.757216
898,2013-09-10 06:18:49.451492,FB,2013-09-10 06:18:49.451492
899,2013-09-10 07:07:25.710275,PI,2013-09-10 07:07:25.710275
900,2013-09-10 07:15:52.925420,RE,2013-09-10 07:15:52.925420
901,2013-09-10 07:22:19.009854,TW,2013-09-10 07:22:19.009854
902,2013-09-10 09:20:59.157649,TW,2013-09-10 09:20:59.157649
903,2013-09-10 12:11:05.346118,TW,2013-09-10 12:11:05.346118
904,2013-09-10 14:53:52.269683,FB,2013-09-10 14:53:52.269683
905,2013-09-10 15:03:34.847461,FB,2013-09-10 15:03:34.847461
906,2013-09-10 15:07:09.735665,PI,2013-09-10 15:07:09.735665
907,2013-09-10 18:35:51.612546,FB,2013-09-10 18:35:51.612546
908,2013-09-10 20:45:16.336613,FB,2013-09-10 20:45:16.336613
909,2013-09-10 21:41:56.136214,RE,2013-09-10 21:41:56.136214
910,2013-09-10 22:49:37.688053,FB,2013-09-10 22:49:37.688053
911,2013-09-11 01:15:36.882351,FB,2013-09-11 01:15:36.882351
912,2013-09-11 03:32:38.737268,RE,2013-09-11 03:32:38.737268
913,2013-09-11 03:50:39.307807,RE,2013-09-11 03:50:39.307807
914,2013-09-11 04:55:32.262698,RE,2013-09-11 04:55:32.262698
915,2013-09-11 07:33:46.159486,TW,2013-09-11 07:33:46.159486
916,2013-09-11 07:58:01.742436,TW,2013-09-11 07:58:01.742436
917,2013-09-11 18:30:19.835123,TW,2013-09-11 18:30:19.835123
918,2013-09-11 20:16:03.980425,TW,2013-09-11 20:16:03.980425
919,2013-09-11 20:35:42.940192,TW,2013-09-11 20:35:42.940192
920,2013-09-11 23:37:59.822834,PI,2013-09-11 23:37:59.822834
921,2013-09-11 23:50:41.943334,FB,2013-09-11 23:50:41.943334
922,2013-09-12 00:29:09.524852,RE,2013-09-12 00:29:09.524852
923,2013-09-12 03:41:24.092622,FB,2013-09-12 03:41:24.092622
924,2013-09-12 06:00:13.689436,RE,2013-09-12 06:00:13.689436
925,2013-09-12 06:23:01.602192,PI,2013-09-12 06:23:01.602192
926,2013-09-12 06:42:25.203424,PI,2013-09-12 06:42:25.203424
927,2013-09-12 09:44:25.147402,PI,2013-09-12 09:44:25.147402
928,2013-09-12 12:05:33.091177,FB,2013-09-12 12:05:33.091177
929,2013-09-12 14:51:53.731643,TW,2013-09-12 14:51:53.731643
930,2013-09-12 15:57:20.246428,PI,2013-09-12 15:57:20.246428
931,2013-09-12 17:42:46.921496,RE,2013-09-12 17:42:46.921496
932,2013-09-12 18:15:34.421058,PI,2013-09-12 18:15:34.421058
933,2013-09-13 00:56:06.685431,TW,2013-09-13 00:56:06.685431
934,2013-09-13 02:36:30.875470,FB,2013-09-13 02:36:30.875470
935,2013-09-13 03:16:41.358757,RE,2013-09-13 03:16:41.358757
936,2013-09-13 03:34:35.464226,FB,2013-09-13 03:34:35.464226
937,2013-09-13 03:55:16.421891,RE,2013-09-13 03:55:16.421891
938,2013-09-13 04:23:02.244167,FB,2013-09-13 04:23:02.244167
939,2013-09-13 06:11:38.609482,FB,2013-09-13 06:11:38.609482
940,2013-09-13 06:18:56.730520,FB,2013-09-13 06:18:56.730520
941,2013-09-13 07:16:25.746775,TW,2013-09-13 07:16:25.746775
942,2013-09-13 07:57:05.412580,PI,2013-09-13 07:57:05.412580
943,2013-09-13 08:45:03.319126,TW,2013-09-13 08:45:03.319126
944,2013-09-13 10:37:37.789028,PI,2013-09-13 10:37:37.789028
945,2013-09-13 11:07:15.862823,PI,2013-09-13 11:07:15.862823
946,2013-09-13 13:15:18.146107,PI,2013-09-13 13:15:18.146107
947,2013-09-13 13:54:53.731049,TW,2013-09-13 13:54:53.731049
948,2013-09-13 17:24:25.129930,TW,2013-09-13 17:24:25.129930
949,2013-09-13 22:15:11.193059,FB,2013-09-13 22:15:11.193059
950,2013-09-13 23:18:24.506093,TW,2013-09-13 23:18:24.506093
951,2013-09-14 01:23:03.321202,TW,2013-09-14 01:23:03.321202
952,2013-09-14 12:22:53.450666,PI,2013-09-14 12:22:53.450666
953,2013-09-14 23:17:36.059067,TW,2013-09-14 23:17:36.059067
954,2013-09-14 23:46:51.872297,RE,2013-09-14 23:46:51.872297
955,2013-09-15 00:34:19.368245,RE,2013-09-15 00:34:19.368245
956,2013-09-15 01:37:29.612433,RE,2013-09-15 01:37:29.612433
957,2013-09-15 08:03:05.540865,TW,2013-09-15 08:03:05.540865
958,2013-09-15 09:40:29.710334,TW,2013-09-15 09:40:29.710334
959,2013-09-15 09:44:05.791079,RE,2013-09-15 09:44:05.791079
960,2013-09-15 11:48:29.088028,PI,2013-09-15 11:48:29.088028
961,2013-09-15 12:01:20.021058,TW,2013-09-15 12:01:20.021058
962,2013-09-15 14:24:37.388538,FB,2013-09-15 14:24:37.388538
963,2013-09-15 20:20:44.824234,PI,2013-09-15 20:20:44.824234
964,2013-09-16 00:26:21.713089,FB,2013-09-16 00:26:21.713089
965,2013-09-16 00:48:43.023720,FB,2013-09-16 00:48:43.023720
966,2013-09-16 00:51:53.121218,FB,2013-09-16 00:51:53.121218
967,2013-09-16 01:23:07.021602,FB,2013-09-16 01:23:07.021602
968,2013-09-16 03:22:32.710588,FB,2013-09-16 03:22:32.710588
969,2013-09-16 10:08:56.017998,PI,2013-09-16 10:08:56.017998
970,2013-09-16 15:38:50.515819,PI,2013-09-16 15:38:50.515819
971,2013-09-16 16:53:30.769610,RE,2013-09-16 16:53:30.769610
972,2013-09-16 19:16:31.100853,TW,2013-09-16 19:16:31.100853
973,2013-09-17 00:00:38.122699,TW,2013-09-17 00:00:38.122699
974,2013-09-17 01:00:09.934613,FB,2013-09-17 01:00:09.934613
975,2013-09-17 02:57:12.528972,RE,2013-09-17 02:57:12.528972
976,2013-09-17 03:09:42.368493,RE,2013-09-17 03:09:42.368493
977,2013-09-17 06:45:11.629700,PI,2013-09-17 06:45:11.629700
978,2013-09-17 08:38:35.972431,TW,2013-09-17 08:38:35.972431
979,2013-09-17 10:47:04.815096,RE,2013-09-17 10:47:04.815096
980,2013-09-17 11:32:26.632368,TW,2013-09-17 11:32:26.632368
981,2013-09-17 16:13:09.128711,TW,2013-09-17 16:13:09.128711
982,2013-09-17 16:39:31.239233,RE,2013-09-17 16:39:31.239233
983,2013-09-17 16:54:29.263643,RE,2013-09-17 16:54:29.263643
984,2013-09-17 17:26:45.289762,FB,2013-09-17 17:26:45.289762
985,2013-09-17 18:17:23.985936,PI,2013-09-17 18:17:23.985936
986,2013-09-17 18:44:53.010354,TW,2013-09-17 18:44:53.010354
987,2013-09-17 19:05:15.329598,TW,2013-09-17 19:05:15.329598
988,2013-09-17 19:39:18.466913,RE,2013-09-17 19:39:18.466913
989,2013-09-17 19:54:43.227276,RE,2013-09-17 19:54:43.227276
990,2013-09-17 21:39:34.995834,RE,2013-09-17 21:39:34.995834
991,2013-09-17 22:14:50.691432,FB,2013-09-17 22:14:50.691432
992,2013-09-17 22:51:45.208150,FB,2013-09-17 22:51:45.208150
993,2013-09-17 23:42:45.334122,PI,2013-09-17 23:42:45.334122
994,2013-09-18 02:33:14.026336,FB,2013-09-18 02:33:14.026336
995,2013-09-18 06:11:22.915637,PI,2013-09-18 06:11:22.915637
996,2013-09-18 06:33:35.952390,TW,2013-09-18 06:33:35.952390
997,2013-09-18 07:56:12.567221,TW,2013-09-18 07:56:12.567221
998,2013-09-18 08:11:40.277256,TW,2013-09-18 08:11:40.277256
999,2013-09-18 09:43:41.464867,RE,2013-09-18 09:43:41.464867
1000,2013-09-18 15:16:33.584854,PI,2013-09-18 15:16:33.584854
1001,2013-09-18 17:06:15.392145,TW,2013-09-18 17:06:15.392145
1002,2013-09-18 17:11:56.842670,TW,2013-09-18 17:11:56.842670
1003,2013-09-19 00:11:33.115809,FB,2013-09-19 00:11:33.115809
1004,2013-09-19 04:40:31.335633,PI,2013-09-19 04:40:31.335633
1005,2013-09-19 06:37:11.834838,RE,2013-09-19 06:37:11.834838
1006,2013-09-19 07:55:12.740605,RE,2013-09-19 07:55:12.740605
1007,2013-09-19 13:50:20.803499,PI,2013-09-19 13:50:20.803499
1008,2013-09-19 19:46:02.006915,PI,2013-09-19 19:46:02.006915
1009,2013-09-19 19:54:30.340901,RE,2013-09-19 19:54:30.340901
1010,2013-09-20 01:25:39.322513,RE,2013-09-20 01:25:39.322513
1011,2013-09-20 02:22:17.707251,PI,2013-09-20 02:22:17.707251
1012,2013-09-20 02:48:50.535466,FB,2013-09-20 02:48:50.535466
1013,2013-09-20 02:52:31.225027,PI,2013-09-20 02:52:31.225027
1014,2013-09-20 04:01:20.673871,PI,2013-09-20 04:01:20.673871
1015,2013-09-20 08:04:44.355416,FB,2013-09-20 08:04:44.355416
1016,2013-09-20 08:07:42.359013,PI,2013-09-20 08:07:42.359013
1017,2013-09-20 10:35:35.759333,PI,2013-09-20 10:35:35.759333
1018,2013-09-20 10:54:20.328262,RE,2013-09-20 10:54:20.328262
1019,2013-09-20 12:26:50.389582,PI,2013-09-20 12:26:50.389582
1020,2013-09-20 13:15:02.243880,PI,2013-09-20 13:15:02.243880
1021,2013-09-20 13:48:46.519052,FB,2013-09-20 13:48:46.519052
1022,2013-09-20 13:53:44.366156,RE,2013-09-20 13:53:44.366156
1023,2013-09-20 16:15:34.511797,TW,2013-09-20 16:15:34.511797
1024,2013-09-20 17:32:25.871508,PI,2013-09-20 17:32:25.871508
1025,2013-09-20 18:53:37.049881,RE,2013-09-20 18:53:37.049881
1026,2013-09-20 20:34:11.390898,TW,2013-09-20 20:34:11.390898
1027,2013-09-20 21:08:01.232366,FB,2013-09-20 21:08:01.232366
1028,2013-09-20 22:15:17.493065,RE,2013-09-20 22:15:17.493065
1029,2013-09-21 03:32:07.241504,PI,2013-09-21 03:32:07.241504
1030,2013-09-21 05:34:52.456565,RE,2013-09-21 05:34:52.456565
1031,2013-09-21 09:32:44.043542,TW,2013-09-21 09:32:44.043542
1032,2013-09-21 12:08:01.359129,PI,2013-09-21 12:08:01.359129
1033,2013-09-21 12:12:48.432752,TW,2013-09-21 12:12:48.432752
1034,2013-09-21 16:41:11.245436,FB,2013-09-21 16:41:11.245436
1035,2013-09-21 18:11:29.240899,FB,2013-09-21 18:11:29.240899
1036,2013-09-21 20:53:03.605827,RE,2013-09-21 20:53:03.605827
1037,2013-09-22 02:09:06.550358,RE,2013-09-22 02:09:06.550358
1038,2013-09-22 05:56:18.929331,PI,2013-09-22 05:56:18.929331
1039,2013-09-22 07:40:24.738628,PI,2013-09-22 07:40:24.738628
1040,2013-09-22 08:10:21.900343,RE,2013-09-22 08:10:21.900343
1041,2013-09-22 08:59:04.180783,RE,2013-09-22 08:59:04.180783
1042,2013-09-22 09:25:35.299081,PI,2013-09-22 09:25:35.299081
1043,2013-09-22 10:31:22.750219,TW,2013-09-22 10:31:22.750219
1044,2013-09-22 12:45:11.937564,RE,2013-09-22 12:45:11.937564
1045,2013-09-22 16:58:20.134593,FB,2013-09-22 16:58:20.134593
1046,2013-09-22 17:46:06.885191,RE,2013-09-22 17:46:06.885191
1047,2013-09-22 18:08:16.634889,RE,2013-09-22 18:08:16.634889
1048,2013-09-22 18:10:33.181800,TW,2013-09-22 18:10:33.181800
1049,2013-09-22 22:37:05.417697,RE,2013-09-22 22:37:05.417697
1050,2013-09-22 23:07:56.157981,PI,2013-09-22 23:07:56.157981
1051,2013-09-23 02:30:15.721404,FB,2013-09-23 02:30:15.721404
1052,2013-09-23 03:37:30.555808,PI,2013-09-23 03:37:30.555808
1053,2013-09-23 03:44:18.743272,TW,2013-09-23 03:44:18.743272
1054,2013-09-23 07:22:32.761170,FB,2013-09-23 07:22:32.761170
1055,2013-09-23 07:47:19.755586,FB,2013-09-23 07:47:19.755586
1056,2013-09-23 08:44:03.881577,FB,2013-09-23 08:44:03.881577
1057,2013-09-23 13:51:55.814705,RE,2013-09-23 13:51:55.814705
1058,2013-09-23 14:24:45.629276,PI,2013-09-23 14:24:45.629276
1059,2013-09-23 16:09:54.665292,TW,2013-09-23 16:09:54.665292
1060,2013-09-23 16:59:52.194316,PI,2013-09-23 16:59:52.194316
1061,2013-09-23 17:12:17.562621,TW,2013-09-23 17:12:17.562621
1062,2013-09-23 18:07:35.345196,FB,2013-09-23 18:07:35.345196
1063,2013-09-23 18:42:18.945663,PI,2013-09-23 18:42:18.945663
1064,2013-09-23 21:00:59.794809,PI,2013-09-23 21:00:59.794809
1065,2013-09-23 21:41:35.371438,RE,2013-09-23 21:41:35.371438
1066,2013-09-23 22:04:14.025222,PI,2013-09-23 22:04:14.025222
1067,2013-09-23 22:33:12.412774,FB,2013-09-23 22:33:12.412774
1068,2013-09-23 22:36:12.240238,FB,2013-09-23 22:36:12.240238
1069,2013-09-24 01:26:14.035723,TW,2013-09-24 01:26:14.035723
1070,2013-09-24 01:54:54.437438,TW,2013-09-24 01:54:54.437438
1071,2013-09-24 05:28:05.765233,RE,2013-09-24 05:28:05.765233
1072,2013-09-24 06:25:53.169330,PI,2013-09-24 06:25:53.169330
1073,2013-09-24 09:48:14.229869,PI,2013-09-24 09:48:14.229869
1074,2013-09-24 10:00:05.226893,TW,2013-09-24 10:00:05.226893
1075,2013-09-24 10:32:37.525282,FB,2013-09-24 10:32:37.525282
1076,2013-09-24 12:55:04.002980,TW,2013-09-24 12:55:04.002980
1077,2013-09-24 14:12:39.489481,TW,2013-09-24 14:12:39.489481
1078,2013-09-24 16:59:34.454412,FB,2013-09-24 16:59:34.454412
1079,2013-09-24 17:35:48.604154,RE,2013-09-24 17:35:48.604154
1080,2013-09-24 19:05:49.686859,FB,2013-09-24 19:05:49.686859
1081,2013-09-24 19:36:27.722086,RE,2013-09-24 19:36:27.722086
1082,2013-09-24 21:36:53.055979,FB,2013-09-24 21:36:53.055979
1083,2013-09-25 01:24:58.293886,TW,2013-09-25 01:24:58.293886
1084,2013-09-25 02:27:25.450341,RE,2013-09-25 02:27:25.450341
1085,2013-09-25 04:17:42.715882,PI,2013-09-25 04:17:42.715882
1086,2013-09-25 06:09:24.113058,RE,2013-09-25 06:09:24.113058
1087,2013-09-25 06:46:04.912007,RE,2013-09-25 06:46:04.912007
1088,2013-09-25 08:52:09.466003,FB,2013-09-25 08:52:09.466003
1089,2013-09-25 09:13:14.332312,TW,2013-09-25 09:13:14.332312
1090,2013-09-25 09:59:41.828683,TW,2013-09-25 09:59:41.828683
1091,2013-09-25 14:27:31.963589,RE,2013-09-25 14:27:31.963589
1092,2013-09-25 15:23:11.784072,RE,2013-09-25 15:23:11.784072
1093,2013-09-25 16:30:11.375635,TW,2013-09-25 16:30:11.375635
1094,2013-09-25 17:08:48.597833,RE,2013-09-25 17:08:48.597833
1095,2013-09-25 19:03:35.391282,TW,2013-09-25 19:03:35.391282
1096,2013-09-25 19:25:33.010336,TW,2013-09-25 19:25:33.010336
1097,2013-09-25 21:30:24.228906,FB,2013-09-25 21:30:24.228906
1098,2013-09-26 00:15:36.417801,RE,2013-09-26 00:15:36.417801
1099,2013-09-26 01:01:19.752543,RE,2013-09-26 01:01:19.752543
1100,2013-09-26 01:24:31.770559,TW,2013-09-26 01:24:31.770559
1101,2013-09-26 02:16:32.212540,FB,2013-09-26 02:16:32.212540
1102,2013-09-26 07:05:18.798394,PI,2013-09-26 07:05:18.798394
1103,2013-09-26 07:32:26.428545,RE,2013-09-26 07:32:26.428545
1104,2013-09-26 12:40:03.615078,FB,2013-09-26 12:40:03.615078
1105,2013-09-26 14:27:17.319622,FB,2013-09-26 14:27:17.319622
1106,2013-09-26 15:09:04.867336,RE,2013-09-26 15:09:04.867336
1107,2013-09-26 15:13:04.383628,PI,2013-09-26 15:13:04.383628
1108,2013-09-26 16:02:04.442913,RE,2013-09-26 16:02:04.442913
1109,2013-09-26 16:08:01.162556,RE,2013-09-26 16:08:01.162556
1110,2013-09-26 16:29:53.534835,PI,2013-09-26 16:29:53.534835
1111,2013-09-26 16:50:06.273650,TW,2013-09-26 16:50:06.273650
1112,2013-09-26 18:26:25.082806,RE,2013-09-26 18:26:25.082806
1113,2013-09-26 19:40:11.361319,PI,2013-09-26 19:40:11.361319
1114,2013-09-26 20:28:09.605462,FB,2013-09-26 20:28:09.605462
1115,2013-09-26 21:08:18.677451,FB,2013-09-26 21:08:18.677451
1116,2013-09-26 21:26:26.997780,FB,2013-09-26 21:26:26.997780
1117,2013-09-27 18:40:04.898101,TW,2013-09-27 18:40:04.898101
1118,2013-09-28 01:36:29.258012,RE,2013-09-28 01:36:29.258012
1119,2013-09-28 04:27:38.946276,PI,2013-09-28 04:27:38.946276
1120,2013-09-28 04:46:32.011327,PI,2013-09-28 04:46:32.011327
1121,2013-09-28 05:17:24.241931,FB,2013-09-28 05:17:24.241931
1122,2013-09-28 09:15:51.508040,RE,2013-09-28 09:15:51.508040
1123,2013-09-28 11:01:51.448178,FB,2013-09-28 11:01:51.448178
1124,2013-09-28 15:48:41.159828,FB,2013-09-28 15:48:41.159828
1125,2013-09-28 17:43:03.772854,RE,2013-09-28 17:43:03.772854
1126,2013-09-28 22:41:09.850327,FB,2013-09-28 22:41:09.850327
1127,2013-09-29 03:12:27.494640,RE,2013-09-29 03:12:27.494640
1128,2013-09-29 07:30:25.850329,TW,2013-09-29 07:30:25.850329
1129,2013-09-29 07:36:12.411099,PI,2013-09-29 07:36:12.411099
1130,2013-09-29 11:25:52.749624,PI,2013-09-29 11:25:52.749624
1131,2013-09-29 16:36:08.660657,PI,2013-09-29 16:36:08.660657
1132,2013-09-29 20:23:53.312799,RE,2013-09-29 20:23:53.312799
1133,2013-09-29 23:21:40.901988,FB,2013-09-29 23:21:40.901988
1134,2013-09-30 13:32:57.398898,TW,2013-09-30 13:32:57.398898
1135,2013-10-01 02:29:59.129430,TW,2013-10-01 02:29:59.129430
1136,2013-10-01 03:12:05.347003,TW,2013-10-01 03:12:05.347003
1137,2013-10-01 06:59:02.264163,RE,2013-10-01 06:59:02.264163
1138,2013-10-01 10:48:21.508000,FB,2013-10-01 10:48:21.508000
1139,2013-10-01 12:14:16.537992,FB,2013-10-01 12:14:16.537992
1140,2013-10-01 15:09:38.140619,RE,2013-10-01 15:09:38.140619
1141,2013-10-01 18:15:18.840633,RE,2013-10-01 18:15:18.840633
1142,2013-10-01 19:27:58.811153,PI,2013-10-01 19:27:58.811153
1143,2013-10-01 19:49:59.598297,PI,2013-10-01 19:49:59.598297
1144,2013-10-01 19:55:00.782224,TW,2013-10-01 19:55:00.782224
1145,2013-10-02 03:49:33.845768,TW,2013-10-02 03:49:33.845768
1146,2013-10-02 04:00:47.089387,FB,2013-10-02 04:00:47.089387
1147,2013-10-02 05:52:34.736749,RE,2013-10-02 05:52:34.736749
1148,2013-10-02 06:36:38.164412,PI,2013-10-02 06:36:38.164412
1149,2013-10-02 06:37:09.329083,PI,2013-10-02 06:37:09.329083
1150,2013-10-02 10:13:43.036504,TW,2013-10-02 10:13:43.036504
1151,2013-10-02 11:11:27.340127,FB,2013-10-02 11:11:27.340127
1152,2013-10-02 12:55:12.329876,FB,2013-10-02 12:55:12.329876
1153,2013-10-02 13:11:57.015785,TW,2013-10-02 13:11:57.015785
1154,2013-10-02 15:14:13.489969,RE,2013-10-02 15:14:13.489969
1155,2013-10-02 18:19:00.716500,RE,2013-10-02 18:19:00.716500
1156,2013-10-02 19:11:56.322118,TW,2013-10-02 19:11:56.322118
1157,2013-10-02 21:41:52.734452,PI,2013-10-02 21:41:52.734452
1158,2013-10-02 22:25:36.637692,TW,2013-10-02 22:25:36.637692
1159,2013-10-02 22:46:30.720648,TW,2013-10-02 22:46:30.720648
1160,2013-10-02 23:43:08.438202,FB,2013-10-02 23:43:08.438202
1161,2013-10-03 00:27:35.618454,TW,2013-10-03 00:27:35.618454
1162,2013-10-03 00:33:18.226009,TW,2013-10-03 00:33:18.226009
1163,2013-10-03 02:41:11.565072,RE,2013-10-03 02:41:11.565072
1164,2013-10-03 03:03:29.548289,FB,2013-10-03 03:03:29.548289
1165,2013-10-03 08:35:58.084831,TW,2013-10-03 08:35:58.084831
1166,2013-10-03 12:07:53.477121,TW,2013-10-03 12:07:53.477121
1167,2013-10-03 12:36:55.255004,PI,2013-10-03 12:36:55.255004
1168,2013-10-03 13:47:09.889597,PI,2013-10-03 13:47:09.889597
